GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AK3001,AK3002,AK3003,AK3004
"G1302130","1870","Georgia","130","Murray","2130","Murray",5743,757,0,0
"G1302150","1870","Georgia","130","Muscogee","2150","Muscogee",7441,9220,0,2
"G1302170","1870","Georgia","130","Newton","2170","Newton",8601,6014,0,0
"G1302210","1870","Georgia","130","Oglethorpe","2210","Oglethorpe",4641,7141,0,0
"G1302230","1870","Georgia","130","Paulding","2230","Paulding",7083,556,0,0
"G1302270","1870","Georgia","130","Pickens","2270","Pickens",5188,129,0,0
"G1302290","1870","Georgia","130","Pierce","2290","Pierce",1964,814,0,0
"G1302310","1870","Georgia","130","Pike","2310","Pike",5999,4906,0,0
"G1302330","1870","Georgia","130","Polk","2330","Polk",5244,2578,0,0
"G1302350","1870","Georgia","130","Pulaski","2350","Pulaski",5955,5984,0,1
"G1302370","1870","Georgia","130","Putnam","2370","Putnam",3016,7445,0,0
"G1302390","1870","Georgia","130","Quitman","2390","Quitman",1773,2377,0,0
"G1302410","1870","Georgia","130","Rabun","2410","Rabun",3137,119,0,0
"G1302430","1870","Georgia","130","Randolph","2430","Randolph",5084,5477,0,0
"G1302450","1870","Georgia","130","Richmond","2450","Richmond",13157,12565,0,2
"G1302490","1870","Georgia","130","Schley","2490","Schley",2278,2851,0,0
"G1302510","1870","Georgia","130","Screven","2510","Screven",4287,4888,0,0
"G1302550","1870","Georgia","130","Spalding","2550","Spalding",5327,4878,0,0
"G1302590","1870","Georgia","130","Stewart","2590","Stewart",5104,9100,0,0
"G1302610","1870","Georgia","130","Sumter","2610","Sumter",5920,10639,0,0
"G1302630","1870","Georgia","130","Talbot","2630","Talbot",4761,7152,0,0
"G1302650","1870","Georgia","130","Taliaferro","2650","Taliaferro",1809,2987,0,0
"G1302670","1870","Georgia","130","Tattnall","2670","Tattnall",3580,1280,0,0
"G1302690","1870","Georgia","130","Taylor","2690","Taylor",4181,2962,0,0
"G1302710","1870","Georgia","130","Telfair","2710","Telfair",2100,1145,0,0
"G1302730","1870","Georgia","130","Terrell","2730","Terrell",3769,5284,0,0
"G1302750","1870","Georgia","130","Thomas","2750","Thomas",6160,8363,0,0
"G1302810","1870","Georgia","130","Towns","2810","Towns",2623,155,0,2
"G1302850","1870","Georgia","130","Troup","2850","Troup",6408,11224,0,0
"G1302890","1870","Georgia","130","Twiggs","2890","Twiggs",2913,5632,0,0
"G1302910","1870","Georgia","130","Union","2910","Union",5153,114,0,0
"G1302930","1870","Georgia","130","Upson","2930","Upson",4865,4565,0,0
"G1302950","1870","Georgia","130","Walker","2950","Walker",8396,1529,0,0
"G1302970","1870","Georgia","130","Walton","2970","Walton",6876,4162,0,0
"G1302990","1870","Georgia","130","Ware","2990","Ware",1834,452,0,0
"G1303010","1870","Georgia","130","Warren","3010","Warren",4285,6260,0,0
"G1303030","1870","Georgia","130","Washington","3030","Washington",7530,8312,0,0
"G1303050","1870","Georgia","130","Wayne","3050","Wayne",1798,379,0,0
"G1303070","1870","Georgia","130","Webster","3070","Webster",2439,2238,0,0
"G1303110","1870","Georgia","130","White","3110","White",4042,564,0,0
"G1303130","1870","Georgia","130","Whitfield","3130","Whitfield",8606,1511,0,0
"G1303150","1870","Georgia","130","Wilcox","3150","Wilcox",1902,537,0,0
"G1303170","1870","Georgia","130","Wilkes","3170","Wilkes",3969,7827,0,0
"G1303190","1870","Georgia","130","Wilkinson","3190","Wilkinson",4684,4699,0,0
"G1303210","1870","Georgia","130","Worth","3210","Worth",2673,1105,0,0
"G1650015","1870","Idaho Territory","165","Ada","0015","Ada",2569,20,78,8
"G1650035","1870","Idaho Territory","165","Alturas","0035","Alturas",369,5,314,1
"G1650075","1870","Idaho Territory","165","Boise","0075","Boise",2057,15,1754,8
"G1650115","1870","Idaho Territory","165","Idaho","0115","Idaho",415,2,425,7
"G1650155","1870","Idaho Territory","165","Lemhi","0155","Lemhi",864,2,120,2
"G1650175","1870","Idaho Territory","165","Nez Perce","0175","Nez Perce",837,4,747,19
"G1650195","1870","Idaho Territory","165","Oneida","0195","Oneida",1921,1,0,0
"G1650215","1870","Idaho Territory","165","Owyhee","0215","Owyhee",1334,9,368,2
"G1650235","1870","Idaho Territory","165","Shoshone","0235","Shoshone",252,2,468,0
"G1700010","1870","Illinois","170","Adams","0010","Adams",54794,1567,0,1
"G1700030","1870","Illinois","170","Alexander","0030","Alexander",8268,2296,0,0
"G1700050","1870","Illinois","170","Bond","0050","Bond",13042,110,0,0
"G1700070","1870","Illinois","170","Boone","0070","Boone",12907,35,0,0
"G1700090","1870","Illinois","170","Brown","0090","Brown",12179,26,0,0
"G1700110","1870","Illinois","170","Bureau","0110","Bureau",32272,143,0,0
"G1700130","1870","Illinois","170","Calhoun","0130","Calhoun",6559,3,0,0
"G1700150","1870","Illinois","170","Carroll","0150","Carroll",16675,30,0,0
"G1700170","1870","Illinois","170","Cass","0170","Cass",11576,4,0,0
"G1700190","1870","Illinois","170","Champaign","0190","Champaign",32504,233,0,0
"G1700210","1870","Illinois","170","Christian","0210","Christian",20318,45,0,0
"G1700230","1870","Illinois","170","Clark","0230","Clark",18698,21,0,0
"G1700250","1870","Illinois","170","Clay","0250","Clay",15818,56,0,1
"G1700270","1870","Illinois","170","Clinton","0270","Clinton",15962,323,0,0
"G1700290","1870","Illinois","170","Coles","0290","Coles",25015,220,0,0
"G1700310","1870","Illinois","170","Cook","0310","Cook",346102,3858,0,6
"G1700330","1870","Illinois","170","Crawford","0330","Crawford",13885,4,0,0
"G1700350","1870","Illinois","170","Cumberland","0350","Cumberland",12220,3,0,0
"G1700370","1870","Illinois","170","DeKalb","0370","De Kalb",23212,53,0,0
"G1700390","1870","Illinois","170","De Witt","0390","De Witt",14712,56,0,0
"G1700410","1870","Illinois","170","Douglas","0410","Douglas",13387,97,0,0
"G1700430","1870","Illinois","170","Du Page","0430","Du Page",16652,33,0,0
"G1700450","1870","Illinois","170","Edgar","0450","Edgar",21339,111,0,0
"G1700470","1870","Illinois","170","Edwards","0470","Edwards",7498,67,0,0
"G1700490","1870","Illinois","170","Effingham","0490","Effingham",15643,10,0,0
"G1700510","1870","Illinois","170","Fayette","0510","Fayette",19585,53,0,0
"G1700530","1870","Illinois","170","Ford","0530","Ford",9089,14,0,0
"G1700550","1870","Illinois","170","Franklin","0550","Franklin",12646,6,0,0
"G1700570","1870","Illinois","170","Fulton","0570","Fulton",38226,65,0,0
"G1700590","1870","Illinois","170","Gallatin","0590","Gallatin",10522,612,0,0
"G1700610","1870","Illinois","170","Greene","0610","Greene",20255,22,0,0
"G1700630","1870","Illinois","170","Grundy","0630","Grundy",14843,94,0,1
"G1700650","1870","Illinois","170","Hamilton","0650","Hamilton",12993,21,0,0
"G1700670","1870","Illinois","170","Hancock","0670","Hancock",35807,128,0,0
"G1700690","1870","Illinois","170","Hardin","0690","Hardin",5024,89,0,0
"G1700710","1870","Illinois","170","Henderson","0710","Henderson",12575,7,0,0
"G1700730","1870","Illinois","170","Henry","0730","Henry",35413,93,0,0
"G1700750","1870","Illinois","170","Iroquois","0750","Iroquois",25618,164,0,0
"G1700770","1870","Illinois","170","Jackson","0770","Jackson",18639,995,0,0
"G1700790","1870","Illinois","170","Jasper","0790","Jasper",11211,23,0,0
"G1700810","1870","Illinois","170","Jefferson","0810","Jefferson",17826,38,0,0
"G1700830","1870","Illinois","170","Jersey","0830","Jersey",14823,231,0,0
"G1700850","1870","Illinois","170","Jo Daviess","0850","Jo Daviess",27727,92,0,1
"G1700870","1870","Illinois","170","Johnson","0870","Johnson",11196,52,0,0
"G1700890","1870","Illinois","170","Kane","0890","Kane",38724,367,0,0
"G1700910","1870","Illinois","170","Kankakee","0910","Kankakee",24282,69,0,1
"G1700930","1870","Illinois","170","Kendall","0930","Kendall",12345,54,0,0
"G1700950","1870","Illinois","170","Knox","0950","Knox",38713,809,0,0
"G1700970","1870","Illinois","170","Lake","0970","Lake",20948,62,0,4
"G1700990","1870","Illinois","170","La Salle","0990","La Salle",60722,69,0,1
"G1701010","1870","Illinois","170","Lawrence","1010","Lawrence",12243,290,0,0
"G1701030","1870","Illinois","170","Lee","1030","Lee",27123,48,0,0
"G1701050","1870","Illinois","170","Livingston","1050","Livingston",31360,111,0,0
"G1701070","1870","Illinois","170","Logan","1070","Logan",22937,116,0,0
"G1701090","1870","Illinois","170","McDonough","1090","Mcdonough",26467,42,0,0
"G1701110","1870","Illinois","170","McHenry","1110","Mchenry",23698,64,0,0
"G1701130","1870","Illinois","170","McLean","1130","Mclean",53561,427,0,0
"G1701150","1870","Illinois","170","Macon","1150","Macon",26246,235,0,0
"G1701170","1870","Illinois","170","Macoupin","1170","Macoupin",32406,320,0,0
"G1701190","1870","Illinois","170","Madison","1190","Madison",41917,2214,0,0
"G1701210","1870","Illinois","170","Marion","1210","Marion",20407,215,0,0
"G1701230","1870","Illinois","170","Marshall","1230","Marshall",16943,13,0,0
"G1701250","1870","Illinois","170","Mason","1250","Mason",16181,3,0,0
"G1701270","1870","Illinois","170","Massac","1270","Massac",8625,956,0,0
"G1701290","1870","Illinois","170","Menard","1290","Menard",11727,8,0,0
"G1701310","1870","Illinois","170","Mercer","1310","Mercer",18741,28,0,0
"G1701330","1870","Illinois","170","Monroe","1330","Monroe",12913,69,0,0
"G1701350","1870","Illinois","170","Montgomery","1350","Montgomery",25162,152,0,0
"G1701370","1870","Illinois","170","Morgan","1370","Morgan",27869,593,1,0
"G1701390","1870","Illinois","170","Moultrie","1390","Moultrie",10384,1,0,0
"G1701410","1870","Illinois","170","Ogle","1410","Ogle",27407,85,0,0
"G1701430","1870","Illinois","170","Peoria","1430","Peoria",47385,155,0,0
"G1701450","1870","Illinois","170","Perry","1450","Perry",13332,391,0,0
"G1701470","1870","Illinois","170","Piatt","1470","Piatt",10947,6,0,0
"G1701490","1870","Illinois","170","Pike","1490","Pike",30661,106,0,1
"G1701510","1870","Illinois","170","Pope","1510","Pope",10955,471,0,11
"G1701530","1870","Illinois","170","Pulaski","1530","Pulaski",6358,2394,0,0
"G1701550","1870","Illinois","170","Putnam","1550","Putnam",6215,65,0,0
"G1701570","1870","Illinois","170","Randolph","1570","Randolph",19722,1137,0,0
"G1701590","1870","Illinois","170","Richland","1590","Richland",12773,30,0,0
"G1701610","1870","Illinois","170","Rock Island","1610","Rock Island",29646,137,0,0
"G1701630","1870","Illinois","170","St Clair","1630","St Clair",49771,1297,0,0
"G1701650","1870","Illinois","170","Saline","1650","Saline",12483,231,0,0
"G1701670","1870","Illinois","170","Sangamon","1670","Sangamon",45186,1166,0,0
"G1701690","1870","Illinois","170","Schuyler","1690","Schuyler",17394,25,0,0
"G1701710","1870","Illinois","170","Scott","1710","Scott",10515,15,0,0
"G1701730","1870","Illinois","170","Shelby","1730","Shelby",25416,60,0,0
"G1701750","1870","Illinois","170","Stark","1750","Stark",10730,21,0,0
"G1701770","1870","Illinois","170","Stephenson","1770","Stephenson",30596,12,0,0
"G1701790","1870","Illinois","170","Tazewell","1790","Tazewell",27839,64,0,0
"G1701810","1870","Illinois","170","Union","1810","Union",16370,148,0,0
"G1701830","1870","Illinois","170","Vermilion","1830","Vermilion",30338,49,0,1
"G1701850","1870","Illinois","170","Wabash","1850","Wabash",8778,63,0,0
"G1701870","1870","Illinois","170","Warren","1870","Warren",22951,223,0,0
"G1701890","1870","Illinois","170","Washington","1890","Washington",17463,133,0,3
"G1701910","1870","Illinois","170","Wayne","1910","Wayne",19729,29,0,0
"G1701930","1870","Illinois","170","White","1930","White",16673,173,0,0
"G1701950","1870","Illinois","170","Whiteside","1950","Whiteside",27444,59,0,0
"G1701970","1870","Illinois","170","Will","1970","Will",42771,242,0,0
"G1701990","1870","Illinois","170","Williamson","1990","Williamson",17223,106,0,0
"G1702010","1870","Illinois","170","Winnebago","2010","Winnebago",29180,121,0,0
"G1702030","1870","Illinois","170","Woodford","2030","Woodford",18946,10,0,0
"G1800010","1870","Indiana","180","Adams","0010","Adams",11382,0,0,0
"G1800030","1870","Indiana","180","Allen","0030","Allen",43428,42,0,24
"G1800050","1870","Indiana","180","Bartholomew","0050","Bartholomew",21122,11,0,0
"G1800070","1870","Indiana","180","Benton","0070","Benton",5615,0,0,0
"G1800090","1870","Indiana","180","Blackford","0090","Blackford",6258,14,0,0
"G1800110","1870","Indiana","180","Boone","0110","Boone",22353,240,0,0
"G1800130","1870","Indiana","180","Brown","0130","Brown",8680,1,0,0
"G1800150","1870","Indiana","180","Carroll","0150","Carroll",16128,24,0,0
"G1800170","1870","Indiana","180","Cass","0170","Cass",24082,111,0,0
"G1800190","1870","Indiana","180","Clark","0190","Clark",22800,1970,0,0
"G1800210","1870","Indiana","180","Clay","0210","Clay",19054,26,0,4
"G1800230","1870","Indiana","180","Clinton","0230","Clinton",17323,7,0,0
"G1800250","1870","Indiana","180","Crawford","0250","Crawford",9848,3,0,0
"G1800270","1870","Indiana","180","Daviess","0270","Daviess",16618,129,0,0
"G1800290","1870","Indiana","180","Dearborn","0290","Dearborn",24058,58,0,0
"G1800310","1870","Indiana","180","Decatur","0310","Decatur",18966,87,0,0
"G1800330","1870","Indiana","180","DeKalb","0330","De Kalb",17163,4,0,0
"G1800350","1870","Indiana","180","Delaware","0350","Delaware",18976,53,0,1
"G1800370","1870","Indiana","180","Dubois","0370","Dubois",12562,35,0,0
"G1800390","1870","Indiana","180","Elkhart","0390","Elkhart",25991,35,0,0
"G1800410","1870","Indiana","180","Fayette","0410","Fayette",10384,92,0,0
"G1800430","1870","Indiana","180","Floyd","0430","Floyd",21838,1462,0,0
"G1800450","1870","Indiana","180","Fountain","0450","Fountain",16342,47,0,0
"G1800470","1870","Indiana","180","Franklin","0470","Franklin",20199,24,0,0
"G1800490","1870","Indiana","180","Fulton","0490","Fulton",12710,16,0,0
"G1800510","1870","Indiana","180","Gibson","0510","Gibson",16934,437,0,0
"G1800530","1870","Indiana","180","Grant","0530","Grant",17750,737,0,0
"G1800550","1870","Indiana","180","Greene","0550","Greene",19493,21,0,0
"G1800570","1870","Indiana","180","Hamilton","0570","Hamilton",20367,515,0,0
"G1800590","1870","Indiana","180","Hancock","0590","Hancock",15069,54,0,0
"G1800610","1870","Indiana","180","Harrison","0610","Harrison",19564,349,0,0
"G1800630","1870","Indiana","180","Hendricks","0630","Hendricks",20095,182,0,0
"G1800650","1870","Indiana","180","Henry","0650","Henry",22545,441,0,0
"G1800670","1870","Indiana","180","Howard","0670","Howard",15543,304,0,0
"G1800690","1870","Indiana","180","Huntington","0690","Huntington",19028,5,0,3
"G1800710","1870","Indiana","180","Jackson","0710","Jackson",18810,164,0,0
"G1800730","1870","Indiana","180","Jasper","0730","Jasper",6351,3,0,0
"G1800750","1870","Indiana","180","Jay","0750","Jay",14979,21,0,0
"G1800770","1870","Indiana","180","Jefferson","0770","Jefferson",28636,1105,0,0
"G1800790","1870","Indiana","180","Jennings","0790","Jennings",15796,422,0,0
"G1800810","1870","Indiana","180","Johnson","0810","Johnson",18251,115,0,0
"G1800830","1870","Indiana","180","Knox","0830","Knox",21182,380,0,0
"G1800850","1870","Indiana","180","Kosciusko","0850","Kosciusko",23521,10,0,0
"G1800870","1870","Indiana","180","Lagrange","0870","Lagrange",14123,25,0,0
"G1800890","1870","Indiana","180","Lake","0890","Lake",12336,3,0,0
"G1800910","1870","Indiana","180","LaPorte","0910","Laporte",26834,228,0,0
"G1800930","1870","Indiana","180","Lawrence","0930","Lawrence",14378,250,0,0
"G1800950","1870","Indiana","180","Madison","0950","Madison",22682,88,0,0
"G1800970","1870","Indiana","180","Marion","0970","Marion",67997,3938,0,4
"G1800990","1870","Indiana","180","Marshall","0990","Marshall",20211,0,0,0
"G1801010","1870","Indiana","180","Martin","1010","Martin",11067,36,0,0
"G1801030","1870","Indiana","180","Miami","1030","Miami",20856,51,0,145
"G1801050","1870","Indiana","180","Monroe","1050","Monroe",13909,259,0,0
"G1801070","1870","Indiana","180","Montgomery","1070","Montgomery",23598,167,0,0
"G1801090","1870","Indiana","180","Morgan","1090","Morgan",17454,74,0,0
"G1801110","1870","Indiana","180","Newton","1110","Newton",5796,33,0,0
"G1801130","1870","Indiana","180","Noble","1130","Noble",20376,13,0,0
"G1801150","1870","Indiana","180","Ohio","1150","Ohio",5648,189,0,0
"G1801170","1870","Indiana","180","Orange","1170","Orange",13338,159,0,0
"G1801190","1870","Indiana","180","Owen","1190","Owen",16078,59,0,0
"G1801210","1870","Indiana","180","Parke","1210","Parke",18014,152,0,0
"G1801230","1870","Indiana","180","Perry","1230","Perry",14651,150,0,0
"G1801250","1870","Indiana","180","Pike","1250","Pike",13765,14,0,0
"G1801270","1870","Indiana","180","Porter","1270","Porter",13903,39,0,0
"G1801290","1870","Indiana","180","Posey","1290","Posey",18621,564,0,0
"G1801310","1870","Indiana","180","Pulaski","1310","Pulaski",7801,0,0,0
"G1801330","1870","Indiana","180","Putnam","1330","Putnam",21409,105,0,0
"G1801350","1870","Indiana","180","Randolph","1350","Randolph",22245,617,0,0
"G1801370","1870","Indiana","180","Ripley","1370","Ripley",20874,103,0,0
"G1801390","1870","Indiana","180","Rush","1390","Rush",17162,463,0,1
"G1801410","1870","Indiana","180","St Joseph","1410","St Joseph",25195,120,0,7
"G1801430","1870","Indiana","180","Scott","1430","Scott",7868,5,0,0
"G1801450","1870","Indiana","180","Shelby","1450","Shelby",21764,128,0,0
"G1801470","1870","Indiana","180","Spencer","1470","Spencer",17049,949,0,0
"G1801490","1870","Indiana","180","Starke","1490","Starke",3888,0,0,0
"G1801510","1870","Indiana","180","Steuben","1510","Steuben",12849,5,0,0
"G1801530","1870","Indiana","180","Sullivan","1530","Sullivan",18348,105,0,0
"G1801550","1870","Indiana","180","Switzerland","1550","Switzerland",12013,121,0,0
"G1801570","1870","Indiana","180","Tippecanoe","1570","Tippecanoe",33343,172,0,0
"G1801590","1870","Indiana","180","Tipton","1590","Tipton",11892,61,0,0
"G1801610","1870","Indiana","180","Union","1610","Union",6229,112,0,0
"G1801630","1870","Indiana","180","Vanderburgh","1630","Vanderburgh",30994,2151,0,0
"G1801650","1870","Indiana","180","Vermillion","1650","Vermillion",10792,48,0,0
"G1801670","1870","Indiana","180","Vigo","1670","Vigo",32447,1099,0,3
"G1801690","1870","Indiana","180","Wabash","1690","Wabash",21174,84,0,47
"G1801710","1870","Indiana","180","Warren","1710","Warren",10181,22,0,1
"G1801730","1870","Indiana","180","Warrick","1730","Warrick",17166,487,0,0
"G1801750","1870","Indiana","180","Washington","1750","Washington",18477,18,0,0
"G1801770","1870","Indiana","180","Wayne","1770","Wayne",32810,1238,0,0
"G1801790","1870","Indiana","180","Wells","1790","Wells",13585,0,0,0
"G1801810","1870","Indiana","180","White","1810","White",10551,3,0,0
"G1801830","1870","Indiana","180","Whitley","1830","Whitley",14302,97,0,0
"G1900010","1870","Iowa","190","Adair","0010","Adair",3981,1,0,0
"G1900030","1870","Iowa","190","Adams","0030","Adams",4590,24,0,0
"G1900050","1870","Iowa","190","Allamakee","0050","Allamakee",17860,8,0,0
"G1900070","1870","Iowa","190","Appanoose","0070","Appanoose",16421,35,0,0
"G1900090","1870","Iowa","190","Audubon","0090","Audubon",1211,1,0,0
"G1900110","1870","Iowa","190","Benton","0110","Benton",22430,24,0,0
"G1900130","1870","Iowa","190","Black Hawk","0130","Black Hawk",21688,18,0,0
"G1900150","1870","Iowa","190","Boone","0150","Boone",14572,11,0,1
"G1900170","1870","Iowa","190","Bremer","0170","Bremer",12510,17,0,1
"G1900190","1870","Iowa","190","Buchanan","0190","Buchanan",17025,9,0,0
"G1900210","1870","Iowa","190","Buena Vista","0210","Buena Vista",1585,0,0,0
"G1900230","1870","Iowa","190","Butler","0230","Butler",9951,0,0,0
"G1900250","1870","Iowa","190","Calhoun","0250","Calhoun",1602,0,0,0
"G1900270","1870","Iowa","190","Carroll","0270","Carroll",2451,0,0,0
"G1900290","1870","Iowa","190","Cass","0290","Cass",5459,5,0,0
"G1900310","1870","Iowa","190","Cedar","0310","Cedar",19689,42,0,0
"G1900330","1870","Iowa","190","Cerro Gordo","0330","Cerro Gordo",4718,4,0,0
"G1900350","1870","Iowa","190","Cherokee","0350","Cherokee",1961,6,0,0
"G1900370","1870","Iowa","190","Chickasaw","0370","Chickasaw",10177,3,0,0
"G1900390","1870","Iowa","190","Clarke","0390","Clarke",8709,26,0,0
"G1900410","1870","Iowa","190","Clay","0410","Clay",1523,0,0,0
"G1900430","1870","Iowa","190","Clayton","0430","Clayton",27744,26,0,1
"G1900450","1870","Iowa","190","Clinton","0450","Clinton",35226,129,0,2
"G1900470","1870","Iowa","190","Crawford","0470","Crawford",2529,1,0,0
"G1900490","1870","Iowa","190","Dallas","0490","Dallas",11994,25,0,0
"G1900510","1870","Iowa","190","Davis","0510","Davis",15535,30,0,0
"G1900530","1870","Iowa","190","Decatur","0530","Decatur",11977,41,0,0
"G1900550","1870","Iowa","190","Delaware","0550","Delaware",17411,21,0,0
"G1900570","1870","Iowa","190","Des Moines","0570","Des Moines",27029,227,0,0
"G1900590","1870","Iowa","190","Dickinson","0590","Dickinson",1389,0,0,0
"G1900610","1870","Iowa","190","Dubuque","0610","Dubuque",38802,167,0,0
"G1900630","1870","Iowa","190","Emmet","0630","Emmet",1389,3,0,0
"G1900650","1870","Iowa","190","Fayette","0650","Fayette",16903,70,0,0
"G1900670","1870","Iowa","190","Floyd","0670","Floyd",10765,3,0,0
"G1900690","1870","Iowa","190","Franklin","0690","Franklin",4733,5,0,0
"G1900710","1870","Iowa","190","Fremont","0710","Fremont",11144,29,0,1
"G1900730","1870","Iowa","190","Greene","0730","Greene",4624,3,0,0
"G1900750","1870","Iowa","190","Grundy","0750","Grundy",6399,0,0,0
"G1900770","1870","Iowa","190","Guthrie","0770","Guthrie",7056,5,0,0
"G1900790","1870","Iowa","190","Hamilton","0790","Hamilton",6052,3,0,0
"G1900810","1870","Iowa","190","Hancock","0810","Hancock",994,5,0,0
"G1900830","1870","Iowa","190","Hardin","0830","Hardin",13651,23,0,10
"G1900850","1870","Iowa","190","Harrison","0850","Harrison",8930,1,0,0
"G1900870","1870","Iowa","190","Henry","0870","Henry",20980,465,0,18
"G1900890","1870","Iowa","190","Howard","0890","Howard",6270,12,0,0
"G1900910","1870","Iowa","190","Humboldt","0910","Humboldt",2596,0,0,0
"G1900930","1870","Iowa","190","Ida","0930","Ida",226,0,0,0
"G1900950","1870","Iowa","190","Iowa","0950","Iowa",16633,11,0,0
"G1900970","1870","Iowa","190","Jackson","0970","Jackson",22594,25,0,0
"G1900990","1870","Iowa","190","Jasper","0990","Jasper",22047,69,0,0
"G1901010","1870","Iowa","190","Jefferson","1010","Jefferson",17786,53,0,0
"G1901030","1870","Iowa","190","Johnson","1030","Johnson",24800,98,0,0
"G1901050","1870","Iowa","190","Jones","1050","Jones",19699,32,0,0
"G1901070","1870","Iowa","190","Keokuk","1070","Keokuk",19431,3,0,0
"G1901090","1870","Iowa","190","Kossuth","1090","Kossuth",3351,0,0,0
"G1901110","1870","Iowa","190","Lee","1110","Lee",35647,1563,0,0
"G1901130","1870","Iowa","190","Linn","1130","Linn",31032,48,0,
"G1901150","1870","Iowa","190","Louisa","1150","Louisa",12818,59,0,0
"G1901170","1870","Iowa","190","Lucas","1170","Lucas",10357,31,0,0
"G1901190","1870","Iowa","190","Lyon","1190","Lyon",221,0,0,0
"G1901210","1870","Iowa","190","Madison","1210","Madison",13881,3,0,0
"G1901230","1870","Iowa","190","Mahaska","1230","Mahaska",22358,150,0,0
"G1901250","1870","Iowa","190","Marion","1250","Marion",24400,36,0,0
"G1901270","1870","Iowa","190","Marshall","1270","Marshall",17536,37,3,0
"G1901290","1870","Iowa","190","Mills","1290","Mills",8713,5,0,0
"G1901310","1870","Iowa","190","Mitchell","1310","Mitchell",9581,1,0,0
"G1901330","1870","Iowa","190","Monona","1330","Monona",3612,42,0,0
"G1901350","1870","Iowa","190","Monroe","1350","Monroe",12675,49,0,0
"G1901370","1870","Iowa","190","Montgomery","1370","Montgomery",5921,13,0,0
"G1901390","1870","Iowa","190","Muscatine","1390","Muscatine",21525,163,0,0
"G1901410","1870","Iowa","190","O Brien","1410","O Brien",709,6,0,0
"G1901430","1870","Iowa","190","Osceola","1430","Osceola",,,,
"G1901450","1870","Iowa","190","Page","1450","Page",9822,153,0,0
"G1901470","1870","Iowa","190","Palo Alto","1470","Palo Alto",1336,0,0,0
"G1901490","1870","Iowa","190","Plymouth","1490","Plymouth",2199,0,0,0
"G1901510","1870","Iowa","190","Pocahontas","1510","Pocahontas",1446,0,0,0
"G1901530","1870","Iowa","190","Polk","1530","Polk",27554,303,0,0
"G1901550","1870","Iowa","190","Pottawattamie","1550","Pottawattamie",16725,163,0,5
"G1901570","1870","Iowa","190","Poweshiek","1570","Poweshiek",15502,79,0,0
"G1901590","1870","Iowa","190","Ringgold","1590","Ringgold",5686,5,0,0
"G1901610","1870","Iowa","190","Sac","1610","Sac",1410,1,0,0
"G1901630","1870","Iowa","190","Scott","1630","Scott",38353,246,0,0
"G1901650","1870","Iowa","190","Shelby","1650","Shelby",2534,6,0,0
"G1901670","1870","Iowa","190","Sioux","1670","Sioux",576,0,0,0
"G1901690","1870","Iowa","190","Story","1690","Story",11649,2,0,0
"G1901710","1870","Iowa","190","Tama","1710","Tama",16086,45,0,0
"G1901730","1870","Iowa","190","Taylor","1730","Taylor",6888,101,0,0
"G1901750","1870","Iowa","190","Union","1750","Union",5973,13,0,0
"G1901770","1870","Iowa","190","Van Buren","1770","Van Buren",17461,211,0,0
"G1901790","1870","Iowa","190","Wapello","1790","Wapello",22153,193,0,0
"G1901810","1870","Iowa","190","Warren","1810","Warren",17899,81,0,0
"G1901830","1870","Iowa","190","Washington","1830","Washington",18899,53,0,0
"G1901850","1870","Iowa","190","Wayne","1850","Wayne",11286,1,0,0
"G1901870","1870","Iowa","190","Webster","1870","Webster",10475,9,0,0
"G1901890","1870","Iowa","190","Winnebago","1890","Winnebago",1561,1,0,0
"G1901910","1870","Iowa","190","Winneshiek","1910","Winneshiek",23545,25,0,0
"G1901930","1870","Iowa","190","Woodbury","1930","Woodbury",6119,44,0,9
"G1901950","1870","Iowa","190","Worth","1950","Worth",2892,0,0,0
"G1901970","1870","Iowa","190","Wright","1970","Wright",2390,2,0,0
"G2000010","1870","Kansas","200","Allen","0010","Allen",6869,152,0,1
"G2000030","1870","Kansas","200","Anderson","0030","Anderson",5108,112,0,0
"G2000050","1870","Kansas","200","Atchison","0050","Atchison",14368,1136,0,3
"G2000090","1870","Kansas","200","Barton","0090","Barton",2,0,0,0
"G2000110","1870","Kansas","200","Bourbon","0110","Bourbon",14297,770,0,9
"G2000130","1870","Kansas","200","Brown","0130","Brown",6721,95,0,7
"G2000150","1870","Kansas","200","Butler","0150","Butler",3002,30,0,3
"G2000170","1870","Kansas","200","Chase","0170","Chase",1969,6,0,0
"G2000210","1870","Kansas","200","Cherokee","0210","Cherokee",10899,134,0,5
"G2000270","1870","Kansas","200","Clay","0270","Clay",2932,10,0,0
"G2000290","1870","Kansas","200","Cloud","0290","Cloud",2316,7,0,0
"G2000310","1870","Kansas","200","Coffey","0310","Coffey",6045,156,0,0
"G2000350","1870","Kansas","200","Cowley","0350","Cowley",1175,0,0,0
"G2000370","1870","Kansas","200","Crawford","0370","Crawford",8158,2,0,0
"G2000375","1870","Kansas","200","Davis","0375","Davis",5394,128,0,4
"G2000410","1870","Kansas","200","Dickinson","0410","Dickinson",3026,17,0,0
"G2000430","1870","Kansas","200","Doniphan","0430","Doniphan",13135,833,0,1
"G2000450","1870","Kansas","200","Douglas","0450","Douglas",18232,2352,0,8
"G2000510","1870","Kansas","200","Ellis","0510","Ellis",1304,31,0,1
